student_id,question_id,concept,difficulty,score,time_spent,attempt_no,timestamp
38,1,Concept_2,Easy,1,78,3,2025-12-07 10:12:40.153348
39,60,Concept_4,Hard,0,104,3,2025-12-07 10:12:40.168255
40,51,Concept_2,Hard,0,378,1,2025-12-07 10:12:40.183249
11,68,Concept_2,Hard,1,176,2,2025-12-07 11:12:39.747940
18,15,Concept_5,Hard,0,79,1,2025-12-07 11:12:39.854993
29,59,Concept_2,Medium,0,36,1,2025-12-07 11:12:40.019122
4,27,Concept_1,Medium,1,77,1,2025-12-07 12:12:39.636955
5,16,Concept_4,Hard,0,94,1,2025-12-07 12:12:39.652676
12,47,Concept_1,Hard,1,93,1,2025-12-07 16:12:39.763394
41,43,Concept_1,Hard,0,40,1,2025-12-07 16:12:40.198370
35,39,Concept_5,Hard,1,159,3,2025-12-07 17:12:40.108651
6,6,Concept_1,Hard,0,107,2,2025-12-07 18:12:39.668579
46,44,Concept_3,Hard,0,262,1,2025-12-07 18:12:40.279238
2,50,Concept_1,Easy,0,103,1,2025-12-07 20:12:39.605240
29,67,Concept_7,Easy,1,51,2,2025-12-07 20:12:40.019370
6,26,Concept_6,Easy,1,220,2,2025-12-07 21:12:39.668901
30,40,Concept_2,Hard,0,176,1,2025-12-07 21:12:40.034439
8,16,Concept_4,Hard,0,93,2,2025-12-07 22:12:39.700372
18,19,Concept_2,Medium,0,196,1,2025-12-07 22:12:39.855241
35,68,Concept_2,Hard,0,338,3,2025-12-07 22:12:40.108894
36,55,Concept_4,Hard,0,211,2,2025-12-07 22:12:40.123795
48,21,Concept_3,Medium,1,183,2,2025-12-07 22:12:40.309149
11,1,Concept_2,Easy,1,134,3,2025-12-07 23:12:39.748190
31,71,Concept_2,Easy,1,152,1,2025-12-07 23:12:40.049458
10,59,Concept_2,Medium,1,32,3,2025-12-08 00:12:39.732749
34,52,Concept_2,Hard,1,162,3,2025-12-08 00:12:40.093953
39,30,Concept_7,Hard,0,63,1,2025-12-08 00:12:40.168510
26,48,Concept_8,Easy,1,167,1,2025-12-08 01:12:39.974588
28,68,Concept_2,Hard,0,210,1,2025-12-08 01:12:40.004273
33,39,Concept_5,Hard,0,232,1,2025-12-08 01:12:40.079106
45,55,Concept_4,Hard,0,258,1,2025-12-08 01:12:40.264627
4,54,Concept_3,Medium,0,322,1,2025-12-08 02:12:39.637208
41,55,Concept_4,Hard,1,128,1,2025-12-08 02:12:40.198622
46,74,Concept_3,Medium,0,311,2,2025-12-08 03:12:40.279482
9,10,Concept_3,Easy,1,193,1,2025-12-08 04:12:39.716272
50,69,Concept_6,Medium,0,76,1,2025-12-08 05:12:40.338887
20,42,Concept_7,Easy,0,188,1,2025-12-08 06:12:39.884872
40,40,Concept_2,Hard,1,105,1,2025-12-08 06:12:40.183497
1,50,Concept_1,Easy,1,55,1,2025-12-08 07:12:39.589307
19,13,Concept_5,Easy,1,245,2,2025-12-08 07:12:39.869901
13,41,Concept_6,Easy,0,61,2,2025-12-08 08:12:39.779429
14,46,Concept_3,Medium,0,311,2,2025-12-08 08:12:39.795730
25,33,Concept_7,Hard,0,71,1,2025-12-08 08:12:39.959729
42,13,Concept_5,Easy,1,161,1,2025-12-08 08:12:40.214686
49,7,Concept_7,Easy,1,35,1,2025-12-08 08:12:40.324062
16,17,Concept_1,Hard,0,143,1,2025-12-08 09:12:39.825516
22,31,Concept_3,Medium,0,224,1,2025-12-08 10:12:39.914729
21,54,Concept_3,Medium,0,402,1,2025-12-08 11:12:39.899810
24,46,Concept_3,Medium,0,248,1,2025-12-08 11:12:39.944780
7,49,Concept_6,Medium,0,210,1,2025-12-08 12:12:39.684765
43,4,Concept_7,Easy,0,166,1,2025-12-08 12:12:40.234929
23,60,Concept_4,Hard,0,159,1,2025-12-08 15:12:39.929658
32,72,Concept_6,Easy,0,76,1,2025-12-08 15:12:40.064357
44,48,Concept_8,Easy,1,122,1,2025-12-08 15:12:40.249744
3,72,Concept_6,Easy,1,59,1,2025-12-08 16:12:39.621379
5,2,Concept_4,Easy,0,442,1,2025-12-08 16:12:39.652931
15,52,Concept_2,Hard,1,236,1,2025-12-08 16:12:39.810631
17,12,Concept_2,Medium,0,341,1,2025-12-08 16:12:39.840311
37,27,Concept_1,Medium,0,72,1,2025-12-08 16:12:40.138686
12,24,Concept_4,Easy,1,110,1,2025-12-08 17:12:39.763652
27,7,Concept_7,Easy,1,33,1,2025-12-08 17:12:39.989476
38,59,Concept_2,Medium,0,37,1,2025-12-08 17:12:40.153596
47,14,Concept_2,Medium,0,95,2,2025-12-08 18:12:40.294282
4,66,Concept_8,Easy,1,149,1,2025-12-08 19:12:39.637456
21,50,Concept_1,Easy,0,88,1,2025-12-08 19:12:39.900050
41,3,Concept_2,Hard,0,218,2,2025-12-08 19:12:40.198872
40,64,Concept_5,Hard,0,155,1,2025-12-08 20:12:40.183744
16,17,Concept_1,Hard,0,125,1,2025-12-08 21:12:39.825758
23,47,Concept_1,Hard,0,157,1,2025-12-08 21:12:39.929899
39,36,Concept_2,Easy,0,355,1,2025-12-08 21:12:40.168768
42,6,Concept_1,Hard,0,109,2,2025-12-08 21:12:40.215052
14,76,Concept_2,Medium,0,244,1,2025-12-08 22:12:39.795975
24,4,Concept_7,Easy,0,246,1,2025-12-08 22:12:39.945024
25,74,Concept_3,Medium,0,308,1,2025-12-08 22:12:39.959973
35,78,Concept_2,Easy,1,48,1,2025-12-08 22:12:40.109137
43,10,Concept_3,Easy,0,271,1,2025-12-08 22:12:40.235174
3,64,Concept_5,Hard,0,186,1,2025-12-09 00:12:39.621632
37,7,Concept_7,Easy,1,39,2,2025-12-09 00:12:40.138929
20,61,Concept_1,Easy,1,86,2,2025-12-09 02:12:39.885300
22,67,Concept_7,Easy,1,65,1,2025-12-09 02:12:39.914972
46,62,Concept_4,Easy,1,58,1,2025-12-09 02:12:40.279726
17,27,Concept_1,Medium,1,49,1,2025-12-09 03:12:39.840562
19,22,Concept_4,Hard,0,102,1,2025-12-09 03:12:39.870310
32,41,Concept_6,Easy,1,62,1,2025-12-09 03:12:40.064598
1,48,Concept_8,Easy,0,186,1,2025-12-09 04:12:39.589596
5,55,Concept_4,Hard,0,256,2,2025-12-09 04:12:39.653196
6,67,Concept_7,Easy,1,53,1,2025-12-09 04:12:39.669238
7,9,Concept_7,Medium,0,172,1,2025-12-09 04:12:39.685023
36,28,Concept_5,Easy,0,245,1,2025-12-09 05:12:40.124039
44,40,Concept_2,Hard,1,88,1,2025-12-09 05:12:40.249992
10,48,Concept_8,Easy,1,146,3,2025-12-09 06:12:39.733004
30,17,Concept_1,Hard,0,168,2,2025-12-09 07:12:40.034710
38,62,Concept_4,Easy,1,84,1,2025-12-09 07:12:40.153839
2,18,Concept_5,Easy,1,125,1,2025-12-09 08:12:39.605505
9,53,Concept_3,Hard,0,242,2,2025-12-09 08:12:39.716535
45,2,Concept_4,Easy,1,283,1,2025-12-09 08:12:40.264870
12,73,Concept_4,Easy,1,21,1,2025-12-09 10:12:39.763902
28,73,Concept_4,Easy,1,21,2,2025-12-09 11:12:40.004514
33,40,Concept_2,Hard,0,129,1,2025-12-09 12:12:40.079348
27,33,Concept_7,Hard,0,58,1,2025-12-09 13:12:39.989717
34,48,Concept_8,Easy,1,126,1,2025-12-09 13:12:40.094196
47,59,Concept_2,Medium,0,54,1,2025-12-09 13:12:40.294530
48,13,Concept_5,Easy,1,214,1,2025-12-09 13:12:40.309392
8,35,Concept_8,Easy,1,291,1,2025-12-09 14:12:39.700621
11,61,Concept_1,Easy,1,101,1,2025-12-09 15:12:39.748463
13,6,Concept_1,Hard,1,70,2,2025-12-09 15:12:39.779711
49,65,Concept_4,Hard,0,158,1,2025-12-09 15:12:40.324305
15,31,Concept_3,Medium,0,243,1,2025-12-09 16:12:39.810876
26,5,Concept_2,Easy,0,92,1,2025-12-09 16:12:39.974831
29,35,Concept_8,Easy,0,450,2,2025-12-09 16:12:40.019621
31,19,Concept_2,Medium,0,217,1,2025-12-09 16:12:40.049705
50,40,Concept_2,Hard,0,209,1,2025-12-09 17:12:40.339130
18,51,Concept_2,Hard,1,245,3,2025-12-09 18:12:39.855492
18,42,Concept_7,Easy,1,156,2,2025-12-09 19:12:39.855738
27,72,Concept_6,Easy,1,55,1,2025-12-09 19:12:39.989957
43,64,Concept_5,Hard,1,119,1,2025-12-09 19:12:40.235423
2,75,Concept_5,Medium,0,292,1,2025-12-09 20:12:39.605764
11,57,Concept_8,Hard,1,39,2,2025-12-09 21:12:39.748739
20,36,Concept_2,Easy,1,205,1,2025-12-09 21:12:39.885623
47,42,Concept_7,Easy,1,165,1,2025-12-09 21:12:40.294774
25,4,Concept_7,Easy,1,132,1,2025-12-09 23:12:39.960217
33,7,Concept_7,Easy,0,56,1,2025-12-09 23:12:40.079589
32,4,Concept_7,Easy,0,271,1,2025-12-10 01:12:40.064840
10,60,Concept_4,Hard,0,179,1,2025-12-10 02:12:39.733261
35,16,Concept_4,Hard,0,122,1,2025-12-10 02:12:40.109380
7,18,Concept_5,Easy,1,112,1,2025-12-10 03:12:39.685275
26,22,Concept_4,Hard,1,67,1,2025-12-10 03:12:39.975075
29,39,Concept_5,Hard,0,326,1,2025-12-10 03:12:40.019868
4,24,Concept_4,Easy,1,75,1,2025-12-10 04:12:39.637719
5,77,Concept_1,Hard,0,307,1,2025-12-10 04:12:39.653450
12,5,Concept_2,Easy,1,51,3,2025-12-10 04:12:39.764150
41,57,Concept_8,Hard,0,74,1,2025-12-10 04:12:40.199122
45,43,Concept_1,Hard,0,49,1,2025-12-10 04:12:40.265114
3,67,Concept_7,Easy,1,70,1,2025-12-10 05:12:39.621890
17,15,Concept_5,Hard,0,71,2,2025-12-10 05:12:39.840814
36,3,Concept_2,Hard,1,205,1,2025-12-10 05:12:40.124282
19,59,Concept_2,Medium,0,42,1,2025-12-10 06:12:39.870572
22,60,Concept_4,Hard,1,70,3,2025-12-10 06:12:39.915215
31,20,Concept_8,Hard,0,162,2,2025-12-10 06:12:40.049947
23,59,Concept_2,Medium,1,42,1,2025-12-10 07:12:39.930139
28,37,Concept_7,Hard,1,88,3,2025-12-10 07:12:40.004755
50,23,Concept_2,Hard,1,81,1,2025-12-10 07:12:40.339374
15,9,Concept_7,Medium,1,109,2,2025-12-10 08:12:39.811118
21,51,Concept_2,Hard,0,336,1,2025-12-10 08:12:39.900291
49,19,Concept_2,Medium,1,123,1,2025-12-10 09:12:40.324548
1,41,Concept_6,Easy,0,87,1,2025-12-10 10:12:39.589884
8,31,Concept_3,Medium,1,166,2,2025-12-10 10:12:39.700888
16,22,Concept_4,Hard,0,101,1,2025-12-10 10:12:39.826000
40,72,Concept_6,Easy,0,87,2,2025-12-10 10:12:40.183988
39,71,Concept_2,Easy,0,209,1,2025-12-10 11:12:40.169026
44,56,Concept_5,Medium,1,170,1,2025-12-10 11:12:40.250238
24,35,Concept_8,Easy,0,311,1,2025-12-10 12:12:39.945271
42,10,Concept_3,Easy,0,289,2,2025-12-10 12:12:40.215449
9,78,Concept_2,Easy,1,50,1,2025-12-10 13:12:39.716798
48,49,Concept_6,Medium,0,179,1,2025-12-10 13:12:40.309636
30,19,Concept_2,Medium,0,124,1,2025-12-10 14:12:40.035010
6,30,Concept_7,Hard,1,36,2,2025-12-10 15:12:39.669529
46,56,Concept_5,Medium,0,400,1,2025-12-10 15:12:40.279969
13,22,Concept_4,Hard,0,97,2,2025-12-10 16:12:39.779979
14,49,Concept_6,Medium,0,210,3,2025-12-10 16:12:39.796222
34,38,Concept_7,Medium,0,57,1,2025-12-10 16:12:40.094443
37,33,Concept_7,Hard,0,55,1,2025-12-10 18:12:40.139174
38,1,Concept_2,Easy,1,109,1,2025-12-10 18:12:40.154083
4,22,Concept_4,Hard,1,66,1,2025-12-10 20:12:39.637968
49,74,Concept_3,Medium,0,241,1,2025-12-10 20:12:40.324793
17,74,Concept_3,Medium,1,195,2,2025-12-10 21:12:39.841061
29,11,Concept_2,Easy,1,36,1,2025-12-10 21:12:40.020112
37,73,Concept_4,Easy,1,31,1,2025-12-10 22:12:40.139420
12,79,Concept_7,Medium,1,121,1,2025-12-10 23:12:39.764400
14,32,Concept_4,Hard,0,64,1,2025-12-10 23:12:39.796467
24,28,Concept_5,Easy,1,118,1,2025-12-10 23:12:39.945517
35,34,Concept_6,Easy,1,199,1,2025-12-10 23:12:40.109622
1,28,Concept_5,Easy,1,118,2,2025-12-11 00:12:39.590189
23,25,Concept_7,Medium,0,144,1,2025-12-11 01:12:39.930379
44,5,Concept_2,Easy,1,69,3,2025-12-11 01:12:40.250482
11,4,Concept_7,Easy,1,107,2,2025-12-11 02:12:39.749003
20,11,Concept_2,Easy,1,26,1,2025-12-11 03:12:39.885880
22,65,Concept_4,Hard,0,130,1,2025-12-11 03:12:39.915456
26,9,Concept_7,Medium,1,125,1,2025-12-11 03:12:39.975320
40,31,Concept_3,Medium,0,223,1,2025-12-11 03:12:40.184240
34,76,Concept_2,Medium,1,231,1,2025-12-11 04:12:40.094691
39,8,Concept_5,Easy,0,385,1,2025-12-11 04:12:40.169288
2,78,Concept_2,Easy,0,49,1,2025-12-11 06:12:39.606019
8,38,Concept_7,Medium,0,75,1,2025-12-11 06:12:39.701143
36,67,Concept_7,Easy,1,49,2,2025-12-11 07:12:40.124525
38,32,Concept_4,Hard,1,43,1,2025-12-11 07:12:40.154327
42,8,Concept_5,Easy,1,232,1,2025-12-11 07:12:40.215864
5,69,Concept_6,Medium,1,45,3,2025-12-11 08:12:39.653708
10,68,Concept_2,Hard,0,250,1,2025-12-11 09:12:39.733512
25,52,Concept_2,Hard,1,244,1,2025-12-11 10:12:39.960461
32,33,Concept_7,Hard,0,66,1,2025-12-11 11:12:40.065082
33,22,Concept_4,Hard,0,64,1,2025-12-11 11:12:40.079830
3,80,Concept_4,Medium,0,92,1,2025-12-11 12:12:39.622153
13,31,Concept_3,Medium,0,295,2,2025-12-11 12:12:39.780246
16,65,Concept_4,Hard,0,140,1,2025-12-11 12:12:39.826242
27,44,Concept_3,Hard,1,188,3,2025-12-11 12:12:39.990197
43,54,Concept_3,Medium,1,270,1,2025-12-11 12:12:40.235667
50,24,Concept_4,Easy,0,193,1,2025-12-11 12:12:40.339616
15,76,Concept_2,Medium,0,227,1,2025-12-11 13:12:39.811361
18,49,Concept_6,Medium,0,251,3,2025-12-11 13:12:39.855983
47,8,Concept_5,Easy,0,225,1,2025-12-11 13:12:40.295019
9,55,Concept_4,Hard,1,158,1,2025-12-11 14:12:39.717057
19,62,Concept_4,Easy,1,78,2,2025-12-11 14:12:39.870825
28,69,Concept_6,Medium,0,42,2,2025-12-11 14:12:40.004998
31,65,Concept_4,Hard,0,95,1,2025-12-11 14:12:40.050189
7,80,Concept_4,Medium,1,51,1,2025-12-11 15:12:39.685529
45,44,Concept_3,Hard,0,428,1,2025-12-11 15:12:40.265358
46,53,Concept_3,Hard,0,267,2,2025-12-11 15:12:40.280212
48,1,Concept_2,Easy,0,198,2,2025-12-11 15:12:40.309884
21,47,Concept_1,Hard,0,146,1,2025-12-11 16:12:39.900532
30,78,Concept_2,Easy,1,31,1,2025-12-11 16:12:40.035273
6,59,Concept_2,Medium,1,27,1,2025-12-11 17:12:39.669801
41,32,Concept_4,Hard,0,78,3,2025-12-11 18:12:40.199371
1,62,Concept_4,Easy,1,63,3,2025-12-11 19:12:39.590488
25,26,Concept_6,Easy,0,337,2,2025-12-11 19:12:39.960706
39,64,Concept_5,Hard,0,145,1,2025-12-11 20:12:40.169540
8,79,Concept_7,Medium,1,107,1,2025-12-11 21:12:39.701395
23,69,Concept_6,Medium,0,74,1,2025-12-11 21:12:39.930626
30,25,Concept_7,Medium,1,154,1,2025-12-11 21:12:40.035526
45,57,Concept_8,Hard,1,52,1,2025-12-11 21:12:40.265601
9,22,Concept_4,Hard,0,65,1,2025-12-11 22:12:39.717324
33,17,Concept_1,Hard,0,153,1,2025-12-11 22:12:40.080071
50,4,Concept_7,Easy,1,152,1,2025-12-11 23:12:40.339858
2,60,Concept_4,Hard,1,87,2,2025-12-12 00:12:39.606273
15,11,Concept_2,Easy,0,35,1,2025-12-12 00:12:39.811604
40,12,Concept_2,Medium,1,294,2,2025-12-12 00:12:40.184485
46,5,Concept_2,Easy,0,109,1,2025-12-12 00:12:40.280459
20,15,Concept_5,Hard,0,83,2,2025-12-12 01:12:39.886129
22,29,Concept_6,Easy,1,154,2,2025-12-12 02:12:39.915699
41,18,Concept_5,Easy,0,226,1,2025-12-12 02:12:40.199625
5,65,Concept_4,Hard,0,135,3,2025-12-12 03:12:39.653957
3,9,Concept_7,Medium,1,130,2,2025-12-12 04:12:39.622413
38,75,Concept_5,Medium,1,194,1,2025-12-12 04:12:40.154571
11,58,Concept_2,Easy,1,62,2,2025-12-12 05:12:39.749257
27,62,Concept_4,Easy,1,101,1,2025-12-12 05:12:39.990439
35,70,Concept_8,Hard,0,453,1,2025-12-12 05:12:40.109864
37,41,Concept_6,Easy,1,54,1,2025-12-12 05:12:40.139664
44,45,Concept_5,Hard,1,88,2,2025-12-12 05:12:40.250731
48,69,Concept_6,Medium,1,43,1,2025-12-12 05:12:40.310129
10,28,Concept_5,Easy,0,184,1,2025-12-12 06:12:39.733767
13,49,Concept_6,Medium,0,172,2,2025-12-12 07:12:39.780521
34,76,Concept_2,Medium,1,197,1,2025-12-12 07:12:40.094935
31,49,Concept_6,Medium,0,238,1,2025-12-12 08:12:40.050433
32,76,Concept_2,Medium,1,158,2,2025-12-12 09:12:40.065322
49,33,Concept_7,Hard,1,28,2,2025-12-12 09:12:40.325038
4,19,Concept_2,Medium,0,123,1,2025-12-12 10:12:39.638223
6,37,Concept_7,Hard,1,113,3,2025-12-12 10:12:39.670089
7,69,Concept_6,Medium,1,34,1,2025-12-12 11:12:39.685778
18,12,Concept_2,Medium,0,309,2,2025-12-12 11:12:39.856231
42,26,Concept_6,Easy,1,200,2,2025-12-12 11:12:40.216271
16,74,Concept_3,Medium,1,153,1,2025-12-12 12:12:39.826488
19,44,Concept_3,Hard,1,272,1,2025-12-12 12:12:39.871075
21,54,Concept_3,Medium,0,266,2,2025-12-12 13:12:39.900772
29,72,Concept_6,Easy,0,92,2,2025-12-12 14:12:40.020360
14,44,Concept_3,Hard,0,400,1,2025-12-12 15:12:39.796711
17,74,Concept_3,Medium,1,251,2,2025-12-12 15:12:39.841307
36,19,Concept_2,Medium,0,169,3,2025-12-12 15:12:40.124768
26,65,Concept_4,Hard,0,141,1,2025-12-12 16:12:39.975564
43,32,Concept_4,Hard,0,100,1,2025-12-12 16:12:40.235913
47,33,Concept_7,Hard,0,47,1,2025-12-12 16:12:40.295263
24,23,Concept_2,Hard,0,122,1,2025-12-12 17:12:39.945765
28,53,Concept_3,Hard,0,392,1,2025-12-12 17:12:40.005239
12,62,Concept_4,Easy,0,137,2,2025-12-12 18:12:39.764649
9,59,Concept_2,Medium,0,46,1,2025-12-12 19:12:39.717593
49,47,Concept_1,Hard,0,169,1,2025-12-12 19:12:40.325280
41,5,Concept_2,Easy,0,92,1,2025-12-12 20:12:40.199877
47,55,Concept_4,Hard,0,237,1,2025-12-12 20:12:40.295505
38,65,Concept_4,Hard,0,100,1,2025-12-12 21:12:40.154814
50,8,Concept_5,Easy,1,210,2,2025-12-12 21:12:40.340104
3,50,Concept_1,Easy,1,79,3,2025-12-12 22:12:39.622674
4,2,Concept_4,Easy,1,236,1,2025-12-12 22:12:39.638479
11,62,Concept_4,Easy,1,104,2,2025-12-12 22:12:39.749504
34,24,Concept_4,Easy,1,123,3,2025-12-12 22:12:40.095179
36,79,Concept_7,Medium,0,127,1,2025-12-12 22:12:40.125010
30,3,Concept_2,Hard,0,313,1,2025-12-12 23:12:40.035781
5,35,Concept_8,Easy,0,392,1,2025-12-13 00:12:39.654212
6,72,Concept_6,Easy,0,113,1,2025-12-13 00:12:39.670349
7,62,Concept_4,Easy,1,62,1,2025-12-13 00:12:39.686026
23,28,Concept_5,Easy,1,129,1,2025-12-13 00:12:39.930866
32,7,Concept_7,Easy,1,38,1,2025-12-13 02:12:40.065564
44,22,Concept_4,Hard,1,68,2,2025-12-13 02:12:40.250976
8,62,Concept_4,Easy,0,100,1,2025-12-13 03:12:39.701653
20,49,Concept_6,Medium,1,138,1,2025-12-13 04:12:39.886375
31,62,Concept_4,Easy,1,99,2,2025-12-13 05:12:40.050676
22,21,Concept_3,Medium,0,266,1,2025-12-13 07:12:39.915941
24,21,Concept_3,Medium,0,217,1,2025-12-13 07:12:39.946007
33,25,Concept_7,Medium,0,236,1,2025-12-13 07:12:40.080318
45,60,Concept_4,Hard,1,102,1,2025-12-13 07:12:40.265844
17,71,Concept_2,Easy,1,146,1,2025-12-13 08:12:39.841555
27,70,Concept_8,Hard,0,276,2,2025-12-13 09:12:39.990680
42,30,Concept_7,Hard,0,46,1,2025-12-13 09:12:40.216674
48,69,Concept_6,Medium,1,32,1,2025-12-13 09:12:40.310372
16,56,Concept_5,Medium,0,345,1,2025-12-13 10:12:39.826731
25,65,Concept_4,Hard,0,106,1,2025-12-13 10:12:39.960950
40,17,Concept_1,Hard,0,112,1,2025-12-13 10:12:40.184730
43,32,Concept_4,Hard,0,99,1,2025-12-13 10:12:40.236155
1,35,Concept_8,Easy,0,335,1,2025-12-13 12:12:39.590777
15,31,Concept_3,Medium,0,181,1,2025-12-13 12:12:39.811851
21,55,Concept_4,Hard,1,120,2,2025-12-13 12:12:39.901153
28,77,Concept_1,Hard,0,351,1,2025-12-13 12:12:40.005483
39,2,Concept_4,Easy,1,279,1,2025-12-13 12:12:40.169784
18,4,Concept_7,Easy,1,120,1,2025-12-13 13:12:39.856474
35,4,Concept_7,Easy,1,131,1,2025-12-13 13:12:40.110106
2,21,Concept_3,Medium,0,199,2,2025-12-13 16:12:39.606534
12,24,Concept_4,Easy,1,125,1,2025-12-13 16:12:39.764907
19,75,Concept_5,Medium,0,237,3,2025-12-13 16:12:39.871326
26,52,Concept_2,Hard,1,165,3,2025-12-13 16:12:39.975811
29,16,Concept_4,Hard,0,95,1,2025-12-13 16:12:40.020603
37,55,Concept_4,Hard,1,135,2,2025-12-13 16:12:40.139908
10,6,Concept_1,Hard,0,66,2,2025-12-13 17:12:39.734027
13,52,Concept_2,Hard,0,238,1,2025-12-13 17:12:39.780787
46,3,Concept_2,Hard,0,231,1,2025-12-13 17:12:40.280703
14,48,Concept_8,Easy,0,158,1,2025-12-13 18:12:39.796955
35,37,Concept_7,Hard,0,167,1,2025-12-13 19:12:40.110353
39,21,Concept_3,Medium,0,257,1,2025-12-13 19:12:40.170028
5,18,Concept_5,Easy,1,141,1,2025-12-13 21:12:39.654463
8,72,Concept_6,Easy,0,85,1,2025-12-13 21:12:39.701907
32,58,Concept_2,Easy,1,78,3,2025-12-13 21:12:40.065805
2,53,Concept_3,Hard,0,391,1,2025-12-13 22:12:39.606795
13,42,Concept_7,Easy,1,149,1,2025-12-13 22:12:39.781050
42,74,Concept_3,Medium,0,378,3,2025-12-13 22:12:40.217071
36,65,Concept_4,Hard,0,122,1,2025-12-13 23:12:40.125254
27,9,Concept_7,Medium,1,130,1,2025-12-14 00:12:39.990920
38,73,Concept_4,Easy,1,18,2,2025-12-14 01:12:40.155058
7,76,Concept_2,Medium,1,144,1,2025-12-14 02:12:39.686278
9,22,Concept_4,Hard,1,67,3,2025-12-14 02:12:39.717917
11,52,Concept_2,Hard,0,223,1,2025-12-14 02:12:39.749755
21,51,Concept_2,Hard,0,425,1,2025-12-14 02:12:39.901432
33,76,Concept_2,Medium,0,203,1,2025-12-14 02:12:40.080560
40,19,Concept_2,Medium,0,217,1,2025-12-14 02:12:40.184983
10,39,Concept_5,Hard,1,201,1,2025-12-14 03:12:39.734275
15,44,Concept_3,Hard,0,374,1,2025-12-14 03:12:39.812094
16,13,Concept_5,Easy,1,178,1,2025-12-14 04:12:39.826972
49,12,Concept_2,Medium,1,302,1,2025-12-14 05:12:40.325523
29,70,Concept_8,Hard,0,353,1,2025-12-14 06:12:40.020847
45,41,Concept_6,Easy,0,81,1,2025-12-14 06:12:40.266086
24,6,Concept_1,Hard,0,61,1,2025-12-14 07:12:39.946250
25,50,Concept_1,Easy,0,106,1,2025-12-14 07:12:39.961193
23,17,Concept_1,Hard,0,166,2,2025-12-14 08:12:39.931107
41,18,Concept_5,Easy,1,102,2,2025-12-14 08:12:40.200127
1,43,Concept_1,Hard,0,58,1,2025-12-14 09:12:39.591057
3,73,Concept_4,Easy,0,27,1,2025-12-14 10:12:39.622926
6,56,Concept_5,Medium,0,360,1,2025-12-14 10:12:39.670610
22,54,Concept_3,Medium,0,398,1,2025-12-14 10:12:39.916183
47,12,Concept_2,Medium,0,332,2,2025-12-14 10:12:40.295748
20,52,Concept_2,Hard,1,162,1,2025-12-14 11:12:39.886622
12,73,Concept_4,Easy,1,27,2,2025-12-14 12:12:39.765155
31,41,Concept_6,Easy,1,60,2,2025-12-14 12:12:40.050919
48,14,Concept_2,Medium,0,123,2,2025-12-14 12:12:40.310613
50,17,Concept_1,Hard,0,127,1,2025-12-14 12:12:40.340347
18,24,Concept_4,Easy,1,76,1,2025-12-14 13:12:39.856718
19,48,Concept_8,Easy,0,215,2,2025-12-14 14:12:39.871574
37,22,Concept_4,Hard,0,87,1,2025-12-14 14:12:40.140151
17,61,Concept_1,Easy,0,159,1,2025-12-14 15:12:39.841800
28,16,Concept_4,Hard,0,98,1,2025-12-14 15:12:40.005723
46,75,Concept_5,Medium,0,279,1,2025-12-14 15:12:40.280947
4,19,Concept_2,Medium,0,204,1,2025-12-14 16:12:39.638735
26,48,Concept_8,Easy,1,151,1,2025-12-14 17:12:39.976054
34,37,Concept_7,Hard,0,130,1,2025-12-14 17:12:40.095421
43,9,Concept_7,Medium,1,124,1,2025-12-14 17:12:40.236398
14,20,Concept_8,Hard,0,103,1,2025-12-14 18:12:39.797198
30,64,Concept_5,Hard,1,80,3,2025-12-14 18:12:40.036023
44,55,Concept_4,Hard,0,190,1,2025-12-14 18:12:40.251218
2,26,Concept_6,Easy,1,246,2,2025-12-14 19:12:39.607046
33,68,Concept_2,Hard,0,372,1,2025-12-14 19:12:40.080800
48,35,Concept_8,Easy,0,351,1,2025-12-14 20:12:40.310860
3,45,Concept_5,Hard,0,84,1,2025-12-14 22:12:39.623173
39,47,Concept_1,Hard,0,165,1,2025-12-14 22:12:40.170273
40,30,Concept_7,Hard,1,31,1,2025-12-14 22:12:40.185232
44,19,Concept_2,Medium,0,140,1,2025-12-14 22:12:40.251461
6,4,Concept_7,Easy,1,183,1,2025-12-14 23:12:39.670879
11,74,Concept_3,Medium,0,292,2,2025-12-14 23:12:39.750006
7,43,Concept_1,Hard,1,27,1,2025-12-15 00:12:39.686533
37,50,Concept_1,Easy,1,71,3,2025-12-15 00:12:40.140394
1,28,Concept_5,Easy,1,126,3,2025-12-15 01:12:39.591340
21,49,Concept_6,Medium,0,248,1,2025-12-15 02:12:39.901686
28,32,Concept_4,Hard,0,81,1,2025-12-15 02:12:40.005976
36,72,Concept_6,Easy,1,70,1,2025-12-15 02:12:40.125501
43,45,Concept_5,Hard,0,136,2,2025-12-15 02:12:40.236646
14,25,Concept_7,Medium,1,153,1,2025-12-15 03:12:39.797445
22,6,Concept_1,Hard,0,84,1,2025-12-15 03:12:39.916428
24,17,Concept_1,Hard,0,116,1,2025-12-15 03:12:39.946493
9,38,Concept_7,Medium,0,60,1,2025-12-15 05:12:39.718179
13,64,Concept_5,Hard,0,185,2,2025-12-15 05:12:39.781311
20,61,Concept_1,Easy,0,178,1,2025-12-15 05:12:39.886872
16,50,Concept_1,Easy,0,121,2,2025-12-15 06:12:39.827217
46,59,Concept_2,Medium,1,34,1,2025-12-15 06:12:40.281188
